,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label,gender
4478,anetv_KPv8ZGrb78Y,10888,The three women are shown again doing the dance on the stage while other people do the same dance in front of the stage. The trio of women,The three women are shown again doing the dance on the stage while other people do the same dance in front of the stage.,The trio of women,gold,dance on stage together and begin to play in the pool while dancers stand in sync around them.,play and dancing and piano dancers and adults in the background have a do a series of flips and people dancing.,come back onto the screen and continue the dance in the studio.,"are still in the middle, singing and singing, but all the faces are strange to speak as they watch.",2,1
4479,anetv_KPv8ZGrb78Y,10889,The trio of women come back onto the screen and continue the dance in the studio. They,The trio of women come back onto the screen and continue the dance in the studio.,They,gold,come about and are performing the tango dance.,show up back on the stage doing the dance as the camera films them.,are then seen talking to the camera and drinking a drink.,all get into the hoop and begin playing a song for the audience.,1,2
4480,anetv_KPv8ZGrb78Y,10887,One of the women does a solo performance while the music plays in the background. The three women,One of the women does a solo performance while the music plays in the background.,The three women,gold,talk animatedly for fudge.,are shown again doing the dance on the stage while other people do the same dance in front of the stage.,sing as another band plays and the woman returns.,are mopping what they do in silence.,1,1
4481,anetv_KPv8ZGrb78Y,10890,They show up back on the stage doing the dance as the camera films them. The camera,They show up back on the stage doing the dance as the camera films them.,The camera,gold,continues to show people playing with one another and ends with a group of them following behind.,moves in to how to use several doors to follow her while a group is walking behind them.,is displayed on the floor in an interview host.,goes back and forth between them doing the dance on the stage and off the stage showing different angles.,3,2
4482,anetv_nxNJNn8blDw,2276,"The group of men in black shirts moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor. The group of men put the carpet on the floor, they","The group of men in black shirts moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor.","The group of men put the carpet on the floor, they",gen,then positioned it correctly in the wood and washed it.,put it down and then begin playing the drums and walk down the carpet and lead onto how to move it.,would be started to pull sticky carpet around it.,started to hold the drums until they put their nails back.,0,0
4483,anetv_nxNJNn8blDw,2275,"A group of men in black started to removed the first half of the carpet in the living room, then replaced it with lighter, newer carpet. The group of men in black shirts","A group of men in black started to removed the first half of the carpet in the living room, then replaced it with lighter, newer carpet.",The group of men in black shirts,gold,began helping the boy and laptops the bag while the man switched behind.,hold the carpet off their feet and put their socks on their back.,"moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor.",are siting by their fire and men is loading a fire and put logs in the basement.,2,0
4484,anetv_nxNJNn8blDw,2274,An old man with eyeglasses is standing in front of model tiles talking to the camera. A group of men in black,An old man with eyeglasses is standing in front of model tiles talking to the camera.,A group of men in black,gold,"started to removed the first half of the carpet in the living room, then replaced it with lighter, newer carpet.",run down a wooden walkway across a city.,are in a room with red computers and numbers on front of the blue outro.,break twirl and begin dancing with one another.,0,0
4485,anetv_nxNJNn8blDw,2277,"The group of men put the carpet on the floor, they measure it, cut it and taped it. When the new carpet is properly installed, the men","The group of men put the carpet on the floor, they measure it, cut it and taped it.","When the new carpet is properly installed, the men",gold,vacuum the carpet while the lady walked in the living room.,are pushed down a carpet.,grab a piece and bark into a wall of secured on top.,let go of the weight and put it on a floor and stack it with a t hand.,0,0
4486,anetv_nxNJNn8blDw,2276,"The group of men in black shirts moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor. The group of men put the carpet on the floor, they","The group of men in black shirts moved the couch from the wall to other side and removed the other half of the carpet, exposing the green floor.","The group of men put the carpet on the floor, they",gold,would be started to pull sticky carpet around it.,started to hold the drums until they put their nails back.,"measure it, cut it and taped it.",put it down and then begin playing the drums and walk down the carpet and lead onto how to move it.,2,0
4487,anetv_nxNJNn8blDw,2274,An old man with eyeglasses is standing in front of model tiles talking to the camera. A group of men in black,An old man with eyeglasses is standing in front of model tiles talking to the camera.,A group of men in black,gen,are sitting on the floor watching them.,run down a wooden walkway across a city.,are in a room with red computers and numbers on front of the blue outro.,break twirl and begin dancing with one another.,0,0
4488,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16848,"As they gaze at an empty table, someone smiles. His kids","As they gaze at an empty table, someone smiles.",His kids,gen,watch him through the doorway.,leap from the crowd and duck down.,relax as the car pulls out behind them.,go into someone's high school parking lot.,0,0
4489,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16850,"He reappears at a window beside them. Reenacting, he",He reappears at a window beside them.,"Reenacting, he",gen,takes his dollar puff.,pulls into a parking lot filled with people.,"goes down, someone.",looks into a monitoring room.,3,0
4490,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16849,His kids watch as he hurries out the door. He,His kids watch as he hurries out the door.,He,gen,"stands on the porch, reading a letter in the wind.",dumps the cake out of a cupboard.,closes the door behind him.,follows someone into the lobby.,2,0
4491,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16848,"As they gaze at an empty table, someone smiles. His kids","As they gaze at an empty table, someone smiles.",His kids,gold,watch as he hurries out the door.,go into someone's high school parking lot.,relax as the car pulls out behind them.,leap from the crowd and duck down.,0,0
4492,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16849,His kids watch as he hurries out the door. He,His kids watch as he hurries out the door.,He,gold,"stands on the porch, reading a letter in the wind.",dumps the cake out of a cupboard.,follows someone into the lobby.,reappears at a window beside them.,3,0
4493,lsmdc3087_WE_BOUGHT_A_ZOO-41871,16850,"He reappears at a window beside them. Reenacting, he",He reappears at a window beside them.,"Reenacting, he",gold,throws down the champagne magazine with aggressively hungry wing.,halts in his tracks.,takes his dollar puff.,pulls into a parking lot filled with people.,1,0
4494,lsmdc1011_The_Help-78377,12277,Visibly nervous she pours tea from a white china pot into a china cup spilling a drop on the saucer. A silver spoon on a white napkin is set next to the cup and there,Visibly nervous she pours tea from a white china pot into a china cup spilling a drop on the saucer.,A silver spoon on a white napkin is set next to the cup and there,gold,'s also a plate of jam tarts.,are a tumbler of white.,is pumpkin bulbs on it and the kitchen table.,are three mixed down in a bowl on the table.,0,2
4495,lsmdc1011_The_Help-78377,12278,A silver spoon on a white napkin is set next to the cup and there's also a plate of jam tarts. As someone takes hold of the cup someone,A silver spoon on a white napkin is set next to the cup and there's also a plate of jam tarts.,As someone takes hold of the cup someone,gen,"tries from a cup to it, gazing at the ground, staring intently through the glass.",knocks the glass on it.,seems to describe what he is withdrawn to himself.,talks to the agent and pours the contents of his bottle with ice.,3,2
4496,lsmdc1011_The_Help-78377,12278,A silver spoon on a white napkin is set next to the cup and there's also a plate of jam tarts. As someone takes hold of the cup someone,A silver spoon on a white napkin is set next to the cup and there's also a plate of jam tarts.,As someone takes hold of the cup someone,gold,knocks the glass on it.,seems to describe what he is withdrawn to himself.,hastily wipes up the spill in the saucer.,"tries from a cup to it, gazing at the ground, staring intently through the glass.",2,2
4497,anetv_MINjkEBIIkA,19424,A man is standing in a room. They,A man is standing in a room.,They,gold,are throwing darts at a dartboard.,are playing the leaves.,begin tapping the carpet in front of him.,walk all over flat wooden boxes.,0,2
4498,anetv_MINjkEBIIkA,19425,They are throwing darts at a dartboard. A woman then,They are throwing darts at a dartboard.,A woman then,gold,works out on an exercise elliptical.,comes and throws darts at a dartboard.,has numerous matches of hockey back against the wall.,adjusts the parts of the box.,1,1
4499,anetv_Dutm5TiFBqQ,7940,"Another man in a yellow hoodie comes over. They begin the match, the man in the orange hoodie",Another man in a yellow hoodie comes over.,"They begin the match, the man in the orange hoodie",gold,looks to be struggling.,stretching to go into playing a shot put on the grass.,throws a ball over to the mirror.,gets into his lap.,0,0
4500,anetv_5FM_xJGb-Tk,7736,"He uses a lot of energy into paddling, going really fast. I","He uses a lot of energy into paddling, going really fast.",I,gold,believe he is probably practicing for an event late in the future.,is to ski down the ramp.,wrap for the next person.,tries to catch all the bikes on the yoga mat.,0,2
